step,reward
936,4.957592
937,4.958428
938,4.959854
939,4.96121
940,4.970635
941,4.980033
942,4.971355
943,4.971812
944,4.980796
945,4.989899
946,4.981632
947,4.982915
948,4.983466
949,4.984423
950,4.983942
951,4.992983
952,4.993854
953,5.003135
954,5.004138
955,5.013343
956,5.014149
957,5.023272
958,5.032514
959,5.041579
960,5.05014
961,5.051208
962,5.051638
963,5.052554
964,5.061481
965,5.070033
966,5.078902
967,5.070396
968,5.078894
969,5.07169
970,5.064444
971,5.056224
972,5.057057
973,5.057146
974,5.058244
975,5.067077
976,5.068137
977,5.076615
978,5.085266
979,5.09404
980,5.094131
981,5.102525
982,5.103086
983,5.111908
984,5.120205
985,5.121067
986,5.121747
987,5.121327
988,5.12173
989,5.122075
990,5.130667
991,5.131508
992,5.131276
993,5.139496
994,5.139049
995,5.139345
996,5.147846
997,5.148348
998,5.156782
999,5.164837
1000,5.173316
1001,5.18158
1002,5.1811
1003,5.180928
1004,5.188851
1005,5.197098
1006,5.197404
1007,5.188795
1008,5.196991
1009,5.198062
1010,5.206191
1011,5.206484
1012,5.214308
1013,5.222087
1014,5.229816
1015,5.237787
1016,5.245603
1017,5.253468
1018,5.253724
1019,5.253405
1020,5.253936
1021,5.253891
1022,5.262067
1023,5.269553
1024,5.277383
1025,5.28496
1026,5.28493
1027,5.285518
1028,5.293213
1029,5.293757
1030,5.301057
1031,5.30868
1032,5.315938
1033,5.323105
1034,5.330721
1035,5.337774
1036,5.338386
1037,5.331271
1038,5.338496
1039,5.345522
1040,5.346463
1041,5.353459
1042,5.354173
1043,5.361639
1044,5.368917
1045,5.369736
1046,5.376946
1047,5.38425
1048,5.38492
1049,5.384607
1050,5.384516
1051,5.38541
1052,5.386263
1053,5.393061
1054,5.385451
1055,5.392596
1056,5.399363
1057,5.406156
1058,5.412798
1059,5.419452
1060,5.426053
1061,5.426057
1062,5.432935
1063,5.43323
1064,5.439745
1065,5.446548
1066,5.453345
1067,5.459733
1068,5.459344
1069,5.466027
1070,5.47278
1071,5.479198
1072,5.473214
1073,5.473836
1074,5.480098
1075,5.480904
1076,5.487442
1077,5.493638
1078,5.499756
1079,5.493961
1080,5.494468
1081,5.494429
1082,5.494695
1083,5.501142
1084,5.507558
1085,5.513595
1086,5.513648
1087,5.514364
1088,5.520568
1089,5.521262
1090,5.521725
1091,5.527679
1092,5.533626
1093,5.539613
1094,5.540169
1095,5.546138
1096,5.546177
1097,5.546588
1098,5.552396
1099,5.55837
1100,5.564084
1101,5.564293
1102,5.565135
1103,5.571162
1104,5.571392
1105,5.570928
